feature,mean_importance,std_importance,max_importance,min_importance,horizons,total_observations,stability_score,horizon_coverage,robustness_score,feature_group,horizon,dominant_horizon_type,robust_rank,stable_feature,high_importance_feature,cross_horizon_feature,noisy_feature,selected
astro_bearish_score_smooth_sma_30,0.0055313808178668,0.0,0.0055313808178668,0.0055313808178668,1.0,1.0,5531.3808178668005,0.1666666666666666,1936.027165472374,bearish,30.0,swing,11.0,True,False,False,False,True
jupiter_signal,0.005506306355452,0.0,0.005506306355452,0.005506306355452,1.0,1.0,5506.306355452,0.1666666666666666,1927.251093597409,jupiter,14.0,swing,12.0,True,False,False,False,True
astro_bearish_score_roll_min_3,0.0054609242707146,0.0,0.0054609242707146,0.0054609242707146,1.0,1.0,5460.9242707146,0.1666666666666666,1911.367345786485,bearish,60.0,macro,13.0,True,False,False,False,True
astro_bullish_score_roll_min_3,0.005429557576743,0.0,0.005429557576743,0.005429557576743,1.0,1.0,5429.557576743001,0.1666666666666666,1900.388990349748,bullish,7.0,timing,14.0,True,False,False,False,True
astro_trend_end_score_chg_30,0.0054156618552642,0.0,0.0054156618552642,0.0054156618552642,1.0,1.0,5415.6618552642,0.1666666666666666,1895.5254822738789,trend_end,30.0,swing,15.0,True,False,False,False,True
mc_target_strength,0.0054062889199173,0.0,0.0054062889199173,0.0054062889199173,1.0,1.0,5406.2889199173005,0.1666666666666666,1892.2449511532895,mc,60.0,macro,16.0,True,False,False,False,True
astro_bullish_score,0.0053571109006375,0.0,0.0053571109006375,0.0053571109006375,1.0,1.0,5357.110900637501,0.1666666666666666,1875.032624734152,bullish,7.0,timing,17.0,True,False,False,False,True
astro_compression_score_ema_21,0.0053201730258829,0.0,0.0053201730258829,0.0053201730258829,1.0,1.0,5320.1730258829,0.1666666666666666,1862.104353794892,compression,14.0,swing,18.0,True,False,False,False,True
astro_momentum_v2_sma_60,0.005303203158231,0.0,0.005303203158231,0.005303203158231,1.0,1.0,5303.203158231,0.1666666666666666,1856.16489332878,other,90.0,macro,19.0,True,False,False,False,True
astro_bullish_score_ema_30,0.0052770625527205,0.0,0.0052770625527205,0.0052770625527205,1.0,1.0,5277.0625527205,0.1666666666666666,1847.015670943863,bullish,90.0,macro,20.0,True,False,False,False,True
