variant_key,constructive_drift,high_conviction_expansion,recovery_reversal_setup,transition_low_conviction,volatility_caution,total_return,CAGR,max_drawdown,Sharpe ratio,Sortino ratio,annual_volatility,win_rate,exposure_ratio,turnover,number_of_allocation_changes,return_max_drawdown_ratio,return_capture_ratio_vs_buy_hold,drawdown_improvement_points,overfit_risk,rank_sharpe,rank_sortino,rank_return_drawdown,rank_total_return
GRID_170,90.0,90.0,100.0,30.0,10.0,9.746063333048102,0.3785091100583666,-0.44110865482663175,1.2266425555703586,1.655714766886964,0.2976930543666428,0.5014814814814815,0.43403703703703705,93.15,431,22.094473156230823,0.512174134526188,0.32523698225905906,Low,11.0,4.0,6.0,17.0
GRID_206,90.0,100.0,100.0,30.0,10.0,9.746063333048102,0.3785091100583666,-0.44110865482663175,1.2266425555703586,1.655714766886964,0.2976930543666428,0.5014814814814815,0.43403703703703705,93.15,431,22.094473156230823,0.512174134526188,0.32523698225905906,Low,11.0,4.0,6.0,17.0
GRID_025,70.0,90.0,100.0,30.0,0.0,6.719781198598538,0.318229557218467,-0.3579973363241995,1.223108304133569,1.5542892530001247,0.25176031873391985,0.4111111111111111,0.3672592592592593,73.35,383,18.770478204098026,0.3531372618857339,0.4083483007614913,Low,12.0,31.0,29.0,80.0
GRID_061,70.0,100.0,100.0,30.0,0.0,6.719781198598538,0.318229557218467,-0.3579973363241995,1.223108304133569,1.5542892530001247,0.25176031873391985,0.4111111111111111,0.3672592592592593,73.35,383,18.770478204098026,0.3531372618857339,0.4083483007614913,Low,12.0,31.0,29.0,80.0
GRID_074,80.0,90.0,75.0,30.0,10.0,7.871320331416969,0.3432410905433638,-0.40903371796461985,1.2191119374890116,1.6478649220334711,0.27242373541310794,0.5014814814814815,0.4039814814814815,81.95,441,19.243695533427427,0.41365282992276814,0.35731191912107096,Low,13.0,6.0,22.0,48.0
GRID_110,80.0,100.0,75.0,30.0,10.0,7.871320331416969,0.3432410905433638,-0.40903371796461985,1.2191119374890116,1.6478649220334711,0.27242373541310794,0.5014814814814815,0.4039814814814815,81.95,441,19.243695533427427,0.41365282992276814,0.35731191912107096,Low,13.0,6.0,22.0,48.0
GRID_086,80.0,90.0,85.0,30.0,10.0,7.869632623581046,0.3432065421541697,-0.40903371796461996,1.215278428010607,1.6435202857203095,0.27349988558543803,0.5014814814814815,0.4063148148148149,82.35,440,19.239569448555198,0.4135641376712756,0.35731191912107085,Low,14.0,7.0,23.0,49.0
GRID_122,80.0,100.0,85.0,30.0,10.0,7.869632623581046,0.3432065421541697,-0.40903371796461996,1.215278428010607,1.6435202857203095,0.27349988558543803,0.5014814814814815,0.4063148148148149,82.35,440,19.239569448555198,0.4135641376712756,0.35731191912107085,Low,14.0,7.0,23.0,49.0
GRID_098,80.0,90.0,100.0,30.0,10.0,7.807607385845406,0.3419328875466854,-0.4090337179646185,1.2059148622316285,1.6307382243523185,0.2752208685116097,0.5014814814814815,0.409462962962963,83.65,439,19.087931001621644,0.4103045936512495,0.3573119191210723,Low,15.0,10.0,24.0,53.0
GRID_134,80.0,100.0,100.0,30.0,10.0,7.807607385845406,0.3419328875466854,-0.4090337179646185,1.2059148622316285,1.6307382243523185,0.2752208685116097,0.5014814814814815,0.409462962962963,83.65,439,19.087931001621644,0.4103045936512495,0.3573119191210723,Low,15.0,10.0,24.0,53.0
