feature,mean_importance,std_importance,max_importance,min_importance,horizons,total_observations,stability_score,horizon_coverage,robustness_score,feature_group,horizon,dominant_horizon_type,robust_rank,stable_feature,high_importance_feature,cross_horizon_feature,noisy_feature
astro_reversal_score_ema_21,0.010727085355274,0.0005177419852366201,0.0110931842239398,0.0103609864866082,2,2,20.6790382513205,0.3333333333333333,7.325287555437616,reversal,7,timing,34,False,False,False,False
astro_reversal_score_roll_max_21,0.0109504687782312,0.0005352114121985167,0.0113289203971652,0.0105720171592972,2,2,20.42192413125498,0.3333333333333333,7.235386966783867,reversal,14,swing,35,False,False,False,False
astro_bullish_score_smooth_sma_30,0.010357317858261099,0.000515373831933679,0.0107217421896675,0.0099928935268547,2,2,20.05778995321233,0.3333333333333333,7.107702744100951,bullish,90,macro,36,False,False,False,False
astro_trend_start_score_ema_60,0.0101736063860528,0.0005189729004097145,0.0107426958578346,0.0097264709026084,3,3,19.565647321305537,0.5,6.977046005011359,trend_start,90,macro,37,False,False,False,False
astro_trend_start_score_roll_min_3,0.009877634990232134,0.0005502196525029913,0.0105050926617535,0.0094775098649837,3,3,17.919598739594157,0.5,6.400810612854047,trend_start,14,swing,38,False,False,False,False
astro_bullish_score,0.01159290322971545,0.0006630401006703983,0.0120617433810981,0.0111240630783328,2,2,17.458137269137126,0.3333333333333333,6.198318538823213,bullish,7,timing,39,False,False,False,False
astro_trend_start_score_roll_max_3,0.011070954350082833,0.0006615812350009704,0.0115370306661981,0.0103137317004836,3,3,16.70882567337818,0.5,5.977517367422395,trend_start,7,timing,40,False,False,False,False
astro_volatility_score_roll_max_30,0.010736995312496625,0.0006892537536859977,0.011508358746219,0.010096421935431,4,4,15.555142228724444,0.6666666666666666,5.615261244845221,volatility,14,swing,41,False,False,False,False
astro_trend_start_score_sma_60,0.01006984788384825,0.0007402412508525644,0.0111328782127827,0.0094252587718416,4,4,13.585115334941307,0.6666666666666666,4.925484973049664,trend_start,60,macro,42,False,False,False,False
astro_volatility_score_ema_21,0.0111293519123124,0.0008437678409614006,0.0118459102524904,0.0101993627822947,3,3,13.174450272214997,0.5,4.740509336040174,volatility,30,swing,43,False,False,False,False
astro_bearish_score_smooth_chg_30,0.013975954205121599,0.0010699861963194717,0.0152112185162395,0.0133368273624743,3,3,13.049611893366194,0.5,4.697954544360216,bearish,30,swing,44,False,True,False,False
astro_trend_start_score_ema_3,0.010335097930163533,0.0008581782082238508,0.011308821053477,0.0096889652273236,3,3,12.029050354441507,0.5,4.339301663226593,trend_start,7,timing,45,False,False,False,False
astro_bullish_score_roll_max_3,0.01020959637423305,0.0008576483009727466,0.010816045303724,0.0096031474447421,2,2,11.890312206600525,0.3333333333333333,4.24902644419321,bullish,7,timing,46,False,False,False,False
astro_momentum_v2_smooth_roll_min_30,0.009589145387193734,0.0008229358066940894,0.0105181685030676,0.0089516876539066,3,3,11.638219032704315,0.5,4.202212319601387,other,60,macro,47,False,False,False,False
astro_reversal_score_sma_21,0.0099865179952663,0.0008713616662135953,0.0108066060757263,0.0090716345661589,3,3,11.447680912679086,0.5,4.135682926635787,reversal,7,timing,48,False,False,False,False
astro_compression_score_ema_30,0.01127084849624065,0.0009970633968582063,0.0126740716058337,0.0103393621211297,4,4,11.292718009417078,0.6666666666666666,4.12362630936114,compression,14,swing,49,False,False,False,False
astro_reversal_score_ema_30,0.0108072067348636,0.0009557185928766096,0.0118770863927419,0.0100379249186202,3,3,11.296118644845269,0.5,4.08296440838979,reversal,7,timing,50,False,False,False,False
astro_trend_start_score_ema_5,0.010871836834488825,0.0010155307408209141,0.0122067866058548,0.009950411519439,4,4,10.695039901802788,0.6666666666666666,3.9142793670314378,trend_start,14,swing,51,False,False,False,False
astro_bullish_score_roll_max_5,0.01160297076595505,0.0011104621389002014,0.0123881860746223,0.0108177554572878,2,2,10.439375629507508,0.3333333333333333,3.741755991967343,bullish,7,timing,52,False,False,False,False
astro_bullish_score_roll_min_21,0.01253853590278115,0.0012295890883750025,0.0134079866852441,0.0116690851203182,2,2,10.189051748653432,0.3333333333333333,3.6545168597231465,bullish,90,macro,53,False,True,False,False
astro_reversal_score_sma_10,0.012122127087407,0.0012205281542691246,0.013347486586581,0.0109064883436076,3,3,9.92373941201545,0.5,3.6031576450403704,reversal,7,timing,54,False,False,False,False
astro_bullish_score_ema_5,0.01111897618809205,0.0011223074046687526,0.0119125673645092,0.0103253850116749,2,2,9.898426861497347,0.3333333333333333,3.552230325332642,bullish,3,timing,55,False,False,False,False
astro_bearish_score_smooth_ema_30,0.010113455486713451,0.0010263883693260455,0.0108392216627949,0.009387689310632,2,2,9.843848527648564,0.3333333333333333,3.5327257002050163,bearish,90,macro,56,False,False,False,False
astro_momentum_v2_smooth_chg_30,0.011647411192037533,0.001205077198069935,0.0126276972684095,0.010301995998534,3,3,9.6572683827177,0.5,3.5097028984280096,other,7,timing,57,False,False,False,False
astro_volatility_score_sma_21,0.012768099055551499,0.0013271297413018485,0.0143000374430037,0.0119682634620215,3,3,9.61359320440792,0.5,3.4948648611649924,volatility,7,timing,58,False,True,False,False
astro_volatility_score_ema_10,0.010005213659970534,0.001072194712514088,0.0112174693217604,0.0091813046099887,3,3,9.32283167565382,0.5,3.391993171942825,volatility,30,swing,59,False,False,False,False
astro_bearish_score_smooth_sma_30,0.009641896895167734,0.0010369999071434008,0.0106607334826547,0.0085876411821753,3,3,9.288918841719797,0.5,3.3799783533599954,bearish,60,macro,60,False,False,False,False
astro_reversal_score_roll_max_30,0.012500090866015766,0.0013459351663000394,0.0136484956248677,0.0110190167457864,3,3,9.280395358859673,0.5,3.3781384119472917,reversal,90,macro,61,False,True,False,False
astro_reversal_score_ema_60,0.010288092657978825,0.0011333551572993465,0.0115277172056686,0.0090228647090327,4,4,9.06955162303184,0.6666666666666666,3.3451249717910017,reversal,90,macro,62,False,False,False,False
astro_bullish_score_smooth_chg_30,0.0115675243935348,0.00134872441343727,0.0131244781554183,0.010757762038019,3,3,8.570286110537493,0.5,3.129227148445536,bullish,14,swing,63,False,False,False,False
astro_bullish_score_roll_max_21,0.0108864290936798,0.001277823962799228,0.0117899870829378,0.0099828711044218,2,2,8.512844152412042,0.3333333333333333,3.0671833583150194,bullish,90,macro,64,False,False,False,False
astro_bullish_score_roll_max_10,0.011875640929528001,0.0014464331270698518,0.013040577149348,0.0102566587126717,3,3,8.2046214829757,0.5,3.001367775413306,bullish,3,timing,65,False,False,False,False
astro_bullish_score_sma_5,0.01307002629257785,0.0016029879485928954,0.0142035099411882,0.0119365426439675,2,2,8.148456666425444,0.3333333333333333,2.94052117709927,bullish,3,timing,66,False,True,False,False
astro_bearish_score_chg_30,0.0099833981444374,0.0012256544925346388,0.0108500667475004,0.0091167295413744,2,2,8.138720564915296,0.3333333333333333,2.935878890311462,bearish,30,swing,67,False,False,False,False
astro_trend_start_score_roll_max_5,0.012363381989396535,0.0015864160231440394,0.0140864307931413,0.0109633012641712,3,3,7.788369154110966,0.5,2.8558745567345967,trend_start,3,timing,68,False,False,False,False
astro_trend_start_score_roll_max_30,0.01451287119721855,0.0019310046059559207,0.0173601343786987,0.0133125148743664,4,4,7.511820185355017,0.6666666666666666,2.80160888001981,trend_start,30,swing,69,False,True,False,False
astro_reversal_score_roll_min_5,0.011095063480434,0.0014591722086168945,0.012779408095961,0.0102151957285319,3,3,7.5984623011990315,0.5,2.7888998308118347,reversal,7,timing,70,False,False,False,False
astro_momentum_v2_sma_60,0.011124836823917633,0.0014722677271249629,0.0126442892900018,0.0097047921731279,3,3,7.551130469427586,0.5,2.7723455990292223,other,30,swing,71,False,False,False,False
astro_compression_score_ema_21,0.011697670141878624,0.0017163743739401977,0.0139213382271759,0.0097975781300444,4,4,6.811368749517605,0.6666666666666666,2.55532479705458,compression,14,swing,72,False,False,False,False
astro_bearish_score_sma_30,0.010454484130474149,0.0015179054357860676,0.0115278053573184,0.0093811629036299,2,2,6.8829065221323145,0.3333333333333333,2.496532409731833,bearish,60,macro,73,False,False,False,False
astro_bearish_score_smooth_chg_21,0.011059942141609132,0.0017567402398228568,0.0130746281555884,0.009847864015453,3,3,6.292136853351973,0.5,2.331671875529834,bearish,30,swing,74,False,False,False,False
astro_bullish_score_smooth_roll_min_30,0.017032623673269402,0.002681985537542429,0.0189290738339099,0.0151361735126289,2,2,6.348384452668726,0.3333333333333333,2.312080941236695,bullish,90,macro,75,False,True,False,True
astro_bullish_score_smooth_ema_10,0.01078042446806165,0.001697311253375211,0.0119806047651075,0.0095802441710158,2,2,6.3477318699011835,0.3333333333333333,2.3093516575859723,bullish,90,macro,76,False,False,False,False
astro_trend_end_score_sma_60,0.014471030452888,0.0023786636097172338,0.0180140670165168,0.012898336911328,4,4,6.081124405061409,0.6666666666666666,2.300848620619315,trend_end,60,macro,77,False,True,False,False
astro_volatility_score_sma_10,0.0113205477742924,0.0017918136858569337,0.0125875513821847,0.0100535441664001,2,2,6.314402809169418,0.3333333333333333,2.2979025356523466,volatility,3,timing,78,False,False,False,False
astro_trend_start_score,0.010831316327167176,0.0018121081168942293,0.013141348089507,0.0093461251343884,4,4,5.973894345429727,0.6666666666666666,2.2618622140979374,trend_start,14,swing,79,False,False,False,False
astro_trend_start_score_sma_10,0.010943371931898335,0.0018204449564792973,0.0129568802836033,0.0094137813305917,3,3,6.008071719636793,0.5,2.232202450645637,trend_start,3,timing,80,False,False,False,False
astro_momentum_v2_smooth_roll_max_30,0.0119687539813976,0.002014511172671526,0.0133932284923697,0.0105442794704255,2,2,5.938321823110123,0.3333333333333333,2.1665334730144354,other,60,macro,81,False,False,False,False
astro_bullish_score_sma_60,0.0123962496353923,0.002190493043328785,0.0137381275856915,0.0098684901390971,3,3,5.656531592983257,0.5,2.109744557398297,bullish,90,macro,82,False,False,False,False
astro_bullish_score_smooth_sma_60,0.0138657506558953,0.0026028758101553696,0.0157877384203013,0.0109036483912709,3,3,5.325043000060725,0.5,1.9943113502836116,bullish,90,macro,83,False,True,False,True
astro_bearish_score_roll_min_30,0.0117943540687719,0.0023646245969812765,0.0149466543872075,0.0093265390121709,4,4,4.985725158515186,0.6666666666666666,1.9163882137744908,bearish,60,macro,84,False,False,False,False
astro_reversal_score_sma_30,0.010901034622485067,0.0021562999586263675,0.0130546579280436,0.0087420679415844,3,3,5.053091749663852,0.5,1.8979425262313423,reversal,7,timing,85,False,False,False,False
astro_bearish_score_smooth_roll_min_30,0.013896456834102261,0.002972232238179355,0.017626140714007,0.0094631712762811,5,5,4.673855158590535,0.8333333333333334,1.8497412215736613,bearish,30,swing,86,False,True,True,True
astro_trend_start_score_ema_30,0.011441444866309625,0.002426633572530628,0.0150197207955504,0.0098187218356762,4,4,4.7130032290593045,0.6666666666666666,1.820794374783947,trend_start,30,swing,87,False,False,False,False
astro_reversal_score_sma_60,0.012165006574740725,0.0027520194415863604,0.0150925883087384,0.0096262550043073,4,4,4.418787020163917,0.6666666666666666,1.718108126353934,reversal,60,macro,88,False,False,False,True
astro_compression_score_roll_min_3,0.0110001574670343,0.0023641808657784143,0.0126718857891777,0.0093284291448909,2,2,4.650873692661129,0.3333333333333333,1.715539188751542,compression,60,macro,89,False,False,False,False
astro_trend_end_score_ema_60,0.011515365490132233,0.002576715880950464,0.0141861052285149,0.0090442902592779,3,3,4.467274913900227,0.5,1.6931523660611323,trend_end,60,macro,90,False,False,False,True
astro_bearish_score_smooth_sma_60,0.01143954246119044,0.002706000431170765,0.015402766589109,0.0092746079559696,5,5,4.225910838234662,0.8333333333333334,1.691977943699941,bearish,90,macro,91,False,False,True,True
astro_trend_start_score_chg_30,0.011700224081306965,0.0026675585401020416,0.0147322618596058,0.0097141746100697,3,3,4.384473454668739,0.5,1.6642457987665813,trend_start,14,swing,92,False,False,False,True
astro_bullish_score_smooth_ema_60,0.01200323020734615,0.00280259065994989,0.0139849610678868,0.0100214993468055,2,2,4.281377584401244,0.3333333333333333,1.586616779956707,bullish,90,macro,93,False,False,False,True
astro_compression_score_ema_60,0.0117344735090016,0.002947970272448748,0.016021789374149,0.0094758275291093,4,4,3.979176602298401,0.6666666666666666,1.5640722668747076,compression,90,macro,94,False,False,False,True
astro_bearish_score_smooth_roll_max_30,0.011041545949964399,0.0026419399771289327,0.0129096796232801,0.0091734122766487,2,2,4.1777513093426375,0.3333333333333333,1.5499629099832422,bearish,90,macro,95,False,False,False,True
astro_trend_start_score_roll_max_10,0.012414046098396225,0.003153423675216117,0.016133347721639,0.0089569091576156,4,4,3.9354403138461445,0.6666666666666666,1.5490363949521757,trend_start,14,swing,96,False,True,False,True
astro_bearish_score_sma_60,0.013378337129401735,0.003389616873882596,0.0169219738315482,0.0101672544717781,3,3,3.9456941397457856,0.5,1.5113442837627855,bearish,90,macro,97,False,True,False,True
astro_volatility_score_roll_max_21,0.01080957500754845,0.002918877683034687,0.0151853987159775,0.0092675459961828,4,4,3.7020643263089856,0.6666666666666666,1.466713010877831,volatility,30,swing,98,False,False,False,True
astro_trend_start_score_roll_min_30,0.01486098983812685,0.003859753488881792,0.0175902477038236,0.0121317319724301,2,2,3.849245977740762,0.3333333333333333,1.4365138214778506,trend_start,60,macro,99,False,True,False,True
astro_trend_start_score_sma_30,0.01062819347166105,0.002828095130081033,0.012627958715982,0.0086284282273401,2,2,3.756746586091868,0.3333333333333333,1.4024459158541516,trend_start,30,swing,100,False,False,False,True
planet_trend_start_Pluto,0.0167352730618512,0.005270741554360911,0.0238883489221572,0.0126525944203393,6,6,3.1745245644690945,1.0,1.3677777067889236,pluto,60,macro,101,False,True,True,True
planet_reversal_Pluto,0.01574462096724547,0.00501320477665646,0.023260280067832,0.0115078531876761,6,6,3.1400035835281934,1.0,1.355299102621766,pluto,90,macro,102,False,True,True,True
astro_bearish_score_ema_60,0.015956747121717633,0.004734484586949003,0.0189787528378744,0.0105003728752026,3,3,3.3696123023384836,0.5,1.3107470046671563,bearish,90,macro,103,False,True,False,True
astro_bullish_score_ema_60,0.0117048255946161,0.0033956302693010855,0.0141058987844412,0.009303752404791,2,2,3.446011095291972,0.3333333333333333,1.29411914692337,bullish,90,macro,104,False,False,False,True
astro_bearish_score_roll_min_21,0.01288475430630355,0.003803363084835616,0.0155741381349054,0.0101953704777017,2,2,3.3868361192081884,0.3333333333333333,1.2738798767787207,bearish,60,macro,105,False,True,False,True
astro_bearish_score_smooth_roll_min_21,0.0125072398937794,0.00400591444412472,0.0181825245246889,0.0092027487218739,4,4,3.1214142623181242,0.6666666666666666,1.2641645544355218,bearish,60,macro,106,False,True,False,True
astro_trend_end_score_roll_max_30,0.010954435572150567,0.0034218712641830066,0.0149049261520024,0.0089126990608653,3,3,3.2003644679184986,0.5,1.2495093380003348,trend_end,90,macro,107,False,False,False,True
astro_bullish_score_smooth_roll_min_21,0.01241508513701265,0.0037525129754152763,0.0150685125084193,0.009761657765606,2,2,3.3075908404550236,0.3333333333333333,1.2459561615473964,bullish,90,macro,108,False,True,False,True
astro_bullish_score_smooth_roll_max_30,0.016958671378972234,0.005336298430906047,0.0224316530990203,0.0117704598450734,3,3,3.1773886355635863,0.5,1.243869490998844,bullish,90,macro,109,False,True,False,True
astro_bullish_score_smooth_roll_max_21,0.012638333748898634,0.004234140972558828,0.0174789940307554,0.0096230617601883,3,3,2.9841589290149853,0.5,1.1745109586548044,bullish,90,macro,110,False,True,False,True
astro_bearish_score_smooth_ema_60,0.014405494573466265,0.004853822097031661,0.0188880123689656,0.0092504984519082,3,3,2.967254882990271,0.5,1.1693014068759813,bearish,90,macro,111,False,True,False,True
astro_compression_score_sma_60,0.014196583795470568,0.0050627667187089715,0.0195340528056086,0.0094626192130423,3,3,2.803561969594454,0.5,1.111925322876247,compression,90,macro,112,False,True,False,True
astro_bullish_score_roll_max_30,0.014918334276974666,0.005365083353533072,0.019554705632661,0.0090417550178246,3,3,2.780116016489441,0.5,1.104007939482094,bullish,90,macro,113,False,True,False,True
astro_trend_start_score_roll_max_21,0.01464786203930056,0.006041397131122083,0.0247773815256485,0.0095499668157642,5,5,2.424180622596785,0.8333333333333334,1.0626556960579283,trend_start,30,swing,114,False,True,True,True
