regime,component_type,component_name,regime_row_count,mapped_feature_count,selected_feature_count,selected_support_ratio,stable_feature_share,feature_importance_raw,stability_score_raw,stability_support_raw,predictive_contribution_raw,predictive_consistency_raw,valid_predictive_horizon_count,mapped_features,selected_features,raw_bullish_total,raw_bearish_total,raw_reversal_total,raw_volatility_total,feature_importance_score,stability_score,predictive_contribution_score,predictive_consistency_score,coverage_score,regime_importance_score,confidence_score,bullish_contribution_score,bearish_contribution_score,reversal_contribution_score,volatility_contribution_score,rank,component_global_mean_score,relative_regime_strength,dynamic_weight_recommendation
Bull Market,planet,Uranus,1458,8,4,0.5,1.0,0.017374787897508612,2173.609448409976,6210.186564767668,0.11449617424704966,0.5059741203656836,6,"planet_bearish_Uranus, planet_bullish_Uranus, planet_compression_Uranus, planet_reversal_Uranus, planet_trend_end_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal","planet_bullish_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal",361.49903402529725,0.0,289.27326886127804,769.6923935589583,0.8107202032408641,1.0,0.8123273300734386,0.554435438107768,1.0,0.8369946163359195,78.35,0.30350020776920805,0.0,0.1340767227904054,0.7301607742265136,1,0.7200068750054002,1.16248142259703,keep near global
Bull Market,planet,Pluto,1458,8,4,0.5,0.2857142857142857,0.021431300007145104,1655.7498878293136,4730.548899167595,0.06133333403307633,0.7225671062842206,6,"planet_bearish_Pluto, planet_bullish_Pluto, planet_compression_Pluto, planet_reversal_Pluto, planet_trend_end_Pluto, planet_trend_start_Pluto, planet_volatility_Pluto, pluto_signal","planet_bearish_Pluto, planet_trend_end_Pluto, planet_volatility_Pluto, pluto_signal",974.259933613268,708.3103244980681,1805.8329861274694,882.3103244980681,1.0,0.7617513298171006,0.43514767028012813,0.7917733220138127,1.0,0.704651950561465,66.53,0.6886185032240375,0.704651950561465,0.704651950561465,0.704651950561465,2,0.6883515173235435,1.0236803912357177,keep near global
Bull Market,planet,Jupiter,1458,8,2,0.25,0.3333333333333333,0.012882173600056154,1070.5614976879615,3058.5831358009405,0.11298579881169962,0.5144148304954581,6,"jupiter_signal, planet_bearish_Jupiter, planet_bullish_Jupiter, planet_compression_Jupiter, planet_reversal_Jupiter, planet_trend_end_Jupiter, planet_trend_start_Jupiter, planet_volatility_Jupiter","jupiter_signal, planet_trend_start_Jupiter",996.9441125387824,0.0,126.83714825055927,122.16535203265734,0.6010915621432807,0.4925270721799132,0.8016115201097007,0.5636845847150291,1.0,0.6543423370101982,61.78,0.6543423370101982,0.0,0.04595935318689627,0.09060073279341706,3,0.6396279427920154,1.0230046144543865,keep near global
Bull Market,planet,Saturn,1458,8,1,0.125,0.0,0.012402592662767836,0.0,0.0,0.14094832219506712,0.7098063223040482,6,"planet_bearish_Saturn, planet_bullish_Saturn, planet_compression_Saturn, planet_reversal_Saturn, planet_trend_end_Saturn, planet_trend_start_Saturn, planet_volatility_Saturn, saturn_signal",saturn_signal,100.36140170485092,618.4890943102665,163.1556377241066,0.0,0.5787139678242974,0.0,1.0,0.777790332426258,1.0,0.6071784919560743,55.9,0.061124072825475086,0.5301818462701374,0.05485811524569299,0.0,4,0.5562625225512645,1.0915322664041553,keep near global
Bull Market,planet,Neptune,1458,8,1,0.125,0.0,0.01608307920622364,0.0,0.0,0.05772151125333019,0.9125933978760846,6,"neptune_signal, planet_bearish_Neptune, planet_bullish_Neptune, planet_compression_Neptune, planet_reversal_Neptune, planet_trend_end_Neptune, planet_trend_start_Neptune, planet_volatility_Neptune",neptune_signal,391.8884737629361,0.0,185.5,148.4,0.7504481389771787,0.0,0.4095225140278422,1.0,1.0,0.44344491465403946,43.36,0.17431363364909452,0.0,0.045551849091385384,0.07458512442557681,5,0.469884886857319,0.943730958490461,keep near global
Bull Market,planet,Mars,1458,8,1,0.125,0.0,0.004416695225576913,0.0,0.0,0.06807238872629988,0.6946333267343179,6,"mars_signal, planet_bearish_Mars, planet_bullish_Mars, planet_compression_Mars, planet_reversal_Mars, planet_trend_end_Mars, planet_trend_start_Mars, planet_volatility_Mars",mars_signal,129.34872030938268,30.84979266952129,20.56652844634752,209.67446676153924,0.20608620214846535,0.0,0.4829599080441006,0.76116409383518,1.0,0.3330575183525516,42.81,0.04321261668180562,0.01450600821819522,0.0037931729999886874,0.07914863469519078,6,0.3249283075113633,1.0250184753167557,keep near global
Bull Market,planet,Moon,1458,8,1,0.125,0.0,0.0,0.0,0.0,0.011555525185892255,0.5329476918605419,6,"moon_signal, planet_bearish_Moon, planet_bullish_Moon, planet_compression_Moon, planet_reversal_Moon, planet_trend_end_Moon, planet_trend_start_Moon, planet_volatility_Moon",moon_signal,0.0,0.0,22.31450995638548,35.70321593021678,0.0,0.0,0.08198412727396533,0.583992491180511,1.0,0.14119444454588786,31.01,0.0,0.0,0.0017447265958753135,0.005713517797308617,7,0.1661698378184777,0.8496995989135363,keep near global
Bull Market,planet,Mercury,1458,8,1,0.125,0.0,0.0,0.0,0.0,0.008205140457504706,0.8620472961634026,6,"mercury_signal, planet_bearish_Mercury, planet_bullish_Mercury, planet_compression_Mercury, planet_reversal_Mercury, planet_trend_end_Mercury, planet_trend_start_Mercury, planet_volatility_Mercury",mercury_signal,0.0,0.0,14.72768947954076,29.455378959081536,0.0,0.0,0.05821382141852745,0.9446126809263359,1.0,0.1328748374964846,34.03,0.0,0.0,0.001083676819133333,0.004435943436128182,8,0.18042989211380842,0.7364347223168106,decrease in this regime
Bull Market,planet,Sun,1458,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,sun_signal,sun_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,9,0.1,1.0,keep near global
Bull Market,planet,Venus,1458,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,venus_signal,venus_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,10,0.1,1.0,keep near global
